date_today,age_years,weight_kg_today,sleep_score_today,sleep_hours_today,sleep_efficiency_pct_today,resting_hr_bpm_today,hrv_ms_today,body_battery_today,stress_score_today,soreness_score_today,vo2max_est_today,respiration_rate_sleep_today,spo2_avg_pct_today,hydration_l_today,yesterday_activity_type,yesterday_duration_min,yesterday_distance_km,yesterday_avg_hr_bpm,yesterday_max_hr_bpm,yesterday_training_rpe,yesterday_training_load,yesterday_steps,yesterday_calories_burned,acute_load_3d,rolling_load_7d,recovery_signal,readiness_score_today,suggested_activity_today,actual_activity_type_today,actual_duration_min_today
2025-10-06,30,98.6,88,6.6,82.3,57,44,89,51,5,41.4,15.4,97.3,2.58,Rest / Mobility,21,0.0,84,106,2,27,8850,2387,281.0,369.3,72,71,Intermediate Run,Weightlifting,43
2025-10-07,30,98.3,97,7.33,74.3,59,45,77,41,9,41.3,15.1,97.7,2.88,Weightlifting,43,0.0,120,150,5,265,7233,2814,211.0,343.9,70,65,Easy Run,Intermediate Run,35
2025-10-08,30,98.4,98,6.71,77.0,58,40,72,60,8,41.4,14.8,97.0,3.32,Intermediate Run,35,3.92,138,165,6,253,10253,2707,181.7,337.9,67,63,Weightlifting,Weightlifting,75
2025-10-09,30,98.4,82,6.0,86.3,56,34,57,69,6,41.3,15.9,97.1,3.03,Weightlifting,75,0.0,109,153,6,496,11882,3236,338.0,324.7,61,52,Recovery Walk,Tempo Run,35
2025-10-10,30,98.6,77,6.26,79.7,59,36,61,61,5,41.4,15.8,96.5,2.74,Tempo Run,35,4.62,160,179,9,400,10988,2981,383.0,322.4,61,48,Recovery Walk,Weightlifting,48
2025-10-11,30,98.6,73,6.61,80.6,61,46,53,49,6,41.3,15.9,97.5,3.22,Weightlifting,48,0.0,115,146,9,528,8085,3174,474.7,330.0,61,46,Rest / Mobility,Intermediate Run,38
2025-10-12,30,98.4,72,6.42,79.2,59,39,70,67,6,41.3,15.3,96.4,2.86,Intermediate Run,38,5.37,145,168,7,300,9711,2874,409.3,324.1,61,51,Recovery Walk,Rest / Mobility,36
2025-10-13,30,98.5,92,6.48,85.8,58,35,40,55,3,41.3,15.1,98.0,2.83,Rest / Mobility,36,0.0,78,95,2,19,8950,2486,282.3,323.0,64,63,Weightlifting,Weightlifting,75
2025-10-14,30,98.6,63,6.19,83.9,59,30,55,63,10,41.3,15.3,97.5,2.6,Weightlifting,75,0.0,117,151,8,677,12879,3378,332.0,381.9,51,33,Rest / Mobility,Intermediate Run,56
2025-10-15,30,98.6,82,7.12,78.2,58,33,77,61,10,41.4,16.1,96.5,2.54,Intermediate Run,56,6.36,139,172,7,479,10912,2952,391.7,414.1,61,46,Rest / Mobility,Weightlifting,45
2025-10-16,30,98.7,80,6.13,75.0,61,41,68,63,8,41.3,16.2,97.3,2.77,Weightlifting,45,0.0,126,170,5,274,6838,2737,476.7,382.4,60,44,Rest / Mobility,Intermediate Run,43
2025-10-17,30,98.9,68,5.6,70.1,60,37,47,57,6,41.4,16.8,97.7,2.78,Intermediate Run,43,5.84,145,169,6,310,10403,2758,354.3,369.6,55,46,Rest / Mobility,Weightlifting,51
2025-10-18,30,98.9,72,6.08,85.2,56,39,58,65,8,41.4,16.0,96.8,2.86,Weightlifting,51,0.0,103,140,7,438,8636,2804,340.7,356.7,58,44,Rest / Mobility,Intermediate Run,58
2025-10-19,30,99.0,79,7.02,74.2,60,59,71,62,8,41.4,15.7,97.1,2.52,Intermediate Run,58,6.65,151,183,5,311,11459,2817,353.0,358.3,65,51,Recovery Walk,Rest / Mobility,40
2025-10-20,30,99.0,87,6.68,75.0,60,52,75,68,3,41.3,16.2,97.3,2.51,Rest / Mobility,40,0.0,77,94,2,24,9355,2464,257.7,359.0,70,69,Intermediate Run,Weightlifting,57
2025-10-21,30,98.9,69,5.84,77.8,59,33,70,72,7,41.2,15.6,96.7,3.07,Weightlifting,57,0.0,124,155,7,509,10882,3122,281.3,335.0,57,49,Recovery Walk,Intermediate Run,47
2025-10-22,30,99.0,74,6.95,80.3,59,50,49,63,10,41.1,16.4,97.2,3.27,Intermediate Run,47,5.92,145,169,6,352,13230,2959,295.0,316.9,57,44,Rest / Mobility,Weightlifting,66
2025-10-23,30,98.8,78,6.6,85.1,58,43,54,62,5,41.1,15.7,96.9,3.52,Weightlifting,66,0.0,122,155,5,347,12065,3052,402.7,327.3,62,52,Recovery Walk,Tempo Run,40
2025-10-24,30,99.0,78,6.05,74.3,57,43,66,65,8,41.2,14.6,96.8,2.46,Tempo Run,40,4.97,164,191,8,434,11525,3186,377.7,345.0,61,42,Rest / Mobility,Weightlifting,51
2025-10-25,30,99.0,66,5.71,70.0,58,53,64,66,6,41.1,15.8,97.5,2.81,Weightlifting,51,0.0,121,161,7,424,12032,2915,401.7,343.0,61,51,Recovery Walk,Recovery Ride,43
2025-10-26,30,99.0,84,6.1,74.6,58,55,74,58,7,41.2,15.2,96.7,2.92,Recovery Ride,43,14.28,133,152,4,165,9935,2700,341.0,322.1,67,58,Weightlifting,Recovery Walk,50
2025-10-27,30,98.9,76,6.14,86.9,56,28,59,57,8,41.0,15.0,96.9,2.99,Recovery Walk,50,3.52,100,127,4,194,11274,2906,261.0,346.4,58,46,Rest / Mobility,Weightlifting,61
2025-10-28,30,98.8,83,7.23,79.5,55,52,82,39,7,41.0,16.0,96.8,3.32,Weightlifting,61,0.0,118,162,9,576,9507,3052,311.7,356.0,72,60,Easy Run,Intermediate Run,56
2025-10-29,30,98.6,68,6.02,83.5,57,49,66,70,5,41.0,16.1,97.1,2.74,Intermediate Run,56,7.79,144,170,7,504,12192,3189,424.7,377.7,62,51,Recovery Walk,Weightlifting,75
2025-10-30,30,98.8,92,7.29,81.5,59,48,90,59,7,41.0,15.6,97.5,2.55,Weightlifting,75,0.0,121,150,5,448,11017,3343,509.3,392.1,71,67,Easy Run,Tempo Run,40
2025-10-31,30,98.9,75,6.17,77.0,60,58,63,60,6,41.0,15.2,97.2,2.94,Tempo Run,40,5.61,156,182,7,330,10050,2789,427.3,377.3,64,53,Recovery Walk,Weightlifting,55
2025-11-01,30,98.9,71,5.72,81.7,56,33,63,62,5,41.0,14.8,97.2,3.32,Weightlifting,55,0.0,112,148,5,321,10724,2925,366.3,362.6,60,51,Recovery Walk,Long Run,79
2025-11-02,30,98.8,75,6.66,77.1,59,39,58,49,8,41.0,16.1,97.0,3.06,Long Run,79,9.02,139,158,7,679,16153,3450,443.3,436.0,60,44,Rest / Mobility,Rest / Mobility,22
2025-11-03,30,98.6,96,7.63,74.1,60,53,84,41,4,41.0,16.2,97.0,3.17,Rest / Mobility,22,0.0,87,106,2,13,7800,2240,337.7,410.1,77,75,Intermediate Run,Weightlifting,71
2025-11-04,30,98.7,86,7.32,81.9,58,38,85,58,5,41.0,15.2,96.9,2.91,Weightlifting,71,0.0,124,173,5,389,10358,3033,360.3,383.4,69,66,Easy Run,Intermediate Run,48
2025-11-05,30,98.6,75,6.06,87.8,59,40,63,66,7,41.0,15.0,98.4,2.64,Intermediate Run,48,5.35,145,166,5,316,11287,2978,239.3,356.6,59,52,Recovery Walk,Weightlifting,59
2025-11-06,30,98.4,58,6.37,80.9,59,33,52,51,6,41.0,15.1,96.9,3.05,Weightlifting,59,0.0,118,163,6,425,8585,2961,376.7,353.3,55,45,Rest / Mobility,Recovery Ride,56
2025-11-07,30,98.2,78,6.34,82.3,57,44,76,50,7,41.0,15.4,97.1,2.29,Recovery Ride,56,17.46,119,140,4,208,11481,2623,316.3,335.9,66,58,Weightlifting,Weightlifting,70
2025-11-08,30,98.5,72,7.27,73.0,60,52,45,55,8,41.0,14.3,97.4,3.11,Weightlifting,70,0.0,123,173,7,606,9760,3244,413.0,376.6,59,44,Rest / Mobility,Intermediate Run,59
2025-11-09,30,98.5,89,7.66,83.0,59,37,71,56,8,41.1,16.2,96.4,3.43,Intermediate Run,59,8.05,138,163,6,456,11077,2961,423.3,344.7,65,57,Recovery Walk,Recovery Ride,70
2025-11-10,30,98.5,82,8.04,72.1,59,59,59,54,8,41.2,15.4,97.4,2.89,Recovery Ride,70,23.71,121,139,3,204,12192,2798,422.0,372.0,66,50,Recovery Walk,Weightlifting,66
2025-11-11,30,98.6,76,6.6,79.6,59,42,75,73,5,41.2,15.3,97.0,3.15,Weightlifting,66,0.0,104,141,9,650,12659,3283,436.7,409.3,63,48,Recovery Walk,Intermediate Run,47
2025-11-12,30,98.5,58,5.91,83.0,61,46,62,61,4,41.2,16.3,97.6,3.05,Intermediate Run,47,5.58,151,183,5,299,11160,2568,384.3,406.9,59,49,Recovery Walk,Weightlifting,66
2025-11-13,30,98.4,68,6.97,72.5,56,30,58,68,7,41.1,16.1,98.0,2.62,Weightlifting,66,0.0,103,151,9,625,10470,3126,524.7,435.4,57,42,Rest / Mobility,Recovery Walk,59
2025-11-14,30,98.5,85,6.19,72.3,60,44,65,69,7,41.1,15.6,96.5,2.63,Recovery Walk,59,5.1,100,117,3,141,11933,2934,355.0,425.9,62,59,Weightlifting,Weightlifting,75
2025-11-15,30,98.4,76,6.71,83.0,58,48,67,55,8,41.2,15.9,96.9,3.1,Weightlifting,75,0.0,115,161,8,771,11352,3414,512.3,449.4,63,42,Rest / Mobility,Recovery Ride,46
2025-11-16,30,98.4,90,7.03,79.4,59,53,78,56,8,41.2,15.7,97.3,2.98,Recovery Ride,46,16.91,123,152,3,120,10537,2538,344.0,401.4,69,62,Weightlifting,Rest / Mobility,39
2025-11-17,30,98.2,81,6.15,74.8,56,51,69,31,8,41.4,15.4,98.2,3.28,Rest / Mobility,39,0.0,82,102,2,23,8110,2403,304.7,375.6,68,55,Recovery Walk,Weightlifting,55
2025-11-18,30,98.4,73,5.74,78.6,58,48,62,59,7,41.2,15.3,97.6,3.43,Weightlifting,55,0.0,109,150,7,506,9016,3069,216.3,355.0,61,54,Recovery Walk,Intermediate Run,39
2025-11-19,30,98.3,88,6.58,81.5,58,44,59,61,7,41.4,16.2,96.7,3.08,Intermediate Run,39,4.51,147,178,7,330,11974,3017,286.3,359.4,64,56,Recovery Walk,Weightlifting,60
2025-11-20,30,98.5,82,6.4,74.4,57,33,63,42,7,41.5,16.0,96.8,2.81,Weightlifting,60,0.0,124,175,9,651,10419,3229,495.7,363.1,63,48,Recovery Walk,Intermediate Run,54
2025-11-21,30,98.4,74,6.52,70.9,57,48,87,64,4,41.5,15.7,97.2,2.77,Intermediate Run,54,7.48,148,173,7,422,12827,2931,467.7,403.3,69,58,Weightlifting,Weightlifting,51
2025-11-22,30,98.6,82,7.05,73.4,56,56,60,55,8,41.6,15.7,97.4,2.95,Weightlifting,51,0.0,117,163,7,441,8343,2840,504.7,356.1,66,50,Recovery Walk,Recovery Ride,70
2025-11-23,30,98.8,83,7.98,83.2,59,40,67,45,6,41.7,15.9,95.9,3.53,Recovery Ride,70,23.22,136,164,5,334,11243,2973,399.0,386.7,67,57,Recovery Walk,Rest / Mobility,37
2025-11-24,30,98.8,98,6.29,80.1,55,38,86,48,7,41.7,14.8,97.8,2.91,Rest / Mobility,37,0.0,81,106,2,10,8213,2554,261.7,384.9,72,71,Intermediate Run,Weightlifting,73
2025-11-25,30,98.9,65,6.44,79.4,57,42,53,72,8,41.6,15.6,97.7,3.45,Weightlifting,73,0.0,104,133,8,642,13090,3312,328.7,404.3,55,37,Rest / Mobility,Easy Run,36
2025-11-26,30,98.6,80,6.72,78.3,61,32,62,68,7,41.6,15.8,97.2,2.88,Easy Run,36,4.25,131,153,6,210,10344,2526,287.3,387.1,58,50,Recovery Walk,Weightlifting,58
2025-11-27,30,98.5,72,6.26,75.8,57,46,62,68,6,41.6,15.5,97.4,3.03,Weightlifting,58,0.0,108,160,9,540,12369,3012,464.0,371.3,61,46,Rest / Mobility,Easy Run,33
2025-11-28,30,98.4,98,6.17,75.8,58,56,68,53,6,41.7,15.5,96.8,2.6,Easy Run,33,4.24,133,162,6,211,11528,2502,320.3,341.1,71,70,Intermediate Run,Weightlifting,55
2025-11-29,30,98.4,75,6.98,79.0,57,45,51,49,9,41.6,15.8,97.7,3.82,Weightlifting,55,0.0,117,168,7,480,11643,3130,410.3,346.7,60,45,Rest / Mobility,Intermediate Run,47
2025-11-30,30,98.1,86,6.73,77.3,56,36,61,60,5,41.6,15.2,97.0,2.66,Intermediate Run,47,5.9,150,180,6,377,12029,2936,356.0,352.9,65,63,Weightlifting,Rest / Mobility,28
2025-12-01,30,98.1,98,7.62,89.3,55,53,94,41,2,41.6,14.4,96.8,3.07,Rest / Mobility,28,0.0,78,99,2,17,9376,2427,291.3,353.9,83,82,Tempo Run,Weightlifting,63
2025-12-02,30,98.0,80,6.97,72.9,55,59,62,59,5,41.5,15.8,97.1,3.13,Weightlifting,63,0.0,125,172,9,731,9160,3318,375.0,366.6,69,55,Recovery Walk,Intermediate Run,58
2025-12-03,30,98.0,79,7.29,75.9,60,29,53,66,5,41.5,16.7,96.4,2.26,Intermediate Run,58,8.62,142,169,5,393,13586,2963,380.3,392.7,59,49,Recovery Walk,Weightlifting,51
2025-12-04,30,98.0,88,6.69,80.3,58,48,65,46,6,41.5,16.2,96.4,2.64,Weightlifting,51,0.0,125,169,5,286,6462,2782,470.0,356.4,68,64,Easy Run,Tempo Run,48
2025-12-05,30,97.9,76,6.2,81.6,58,61,49,73,8,41.4,16.5,96.2,2.73,Tempo Run,48,6.3,153,174,7,442,11256,3347,373.7,389.4,60,45,Rest / Mobility,Weightlifting,61
2025-12-06,30,98.0,77,6.93,77.6,59,40,53,83,7,41.4,15.2,96.5,2.37,Weightlifting,61,0.0,116,166,6,377,11179,2832,368.3,374.7,57,47,Rest / Mobility,Recovery Ride,38
2025-12-07,30,97.9,82,6.54,76.6,60,45,73,64,8,41.3,15.8,97.7,3.0,Recovery Ride,38,14.5,127,152,5,187,9208,2589,335.3,347.6,63,49,Recovery Walk,Rest / Mobility,30
2025-12-08,30,98.0,83,5.58,82.8,59,42,69,69,8,41.3,15.4,97.4,2.66,Rest / Mobility,30,0.0,88,103,1,26,6626,2455,196.7,348.9,61,50,Recovery Walk,Weightlifting,72
2025-12-09,30,98.0,72,6.21,80.7,62,52,57,73,7,41.2,16.6,97.7,3.48,Weightlifting,72,0.0,107,148,9,763,13157,3163,325.3,353.4,58,45,Rest / Mobility,Intermediate Run,42
2025-12-10,30,98.4,67,5.83,74.5,58,42,59,58,8,41.2,15.2,97.2,2.83,Intermediate Run,42,6.1,148,173,6,291,9035,2793,360.0,338.9,57,43,Rest / Mobility,Weightlifting,73
2025-12-11,30,98.4,75,6.32,79.7,55,35,77,74,6,41.3,15.0,97.8,3.39,Weightlifting,73,0.0,117,162,5,383,11269,2872,479.0,352.7,63,52,Recovery Walk,Intermediate Run,42
2025-12-12,30,98.6,86,6.44,82.8,59,37,79,60,5,41.3,14.8,96.9,2.58,Intermediate Run,42,6.14,147,181,7,337,8811,2878,337.0,337.7,67,58,Weightlifting,Weightlifting,60
2025-12-13,30,98.8,72,6.23,79.0,60,30,51,47,7,41.3,15.4,96.9,3.57,Weightlifting,60,0.0,113,145,8,533,9964,3196,417.7,360.0,56,42,Rest / Mobility,Weightlifting,41
2025-12-14,30,98.8,94,6.1,85.4,60,26,71,68,7,41.2,16.0,96.8,3.35,Weightlifting,41,0.0,118,170,7,329,8878,2865,399.7,380.3,62,52,Recovery Walk,Rest / Mobility,35
2025-12-15,30,98.4,87,7.28,91.5,52,47,60,50,7,41.2,15.4,97.2,3.42,Rest / Mobility,35,0.0,73,89,1,20,8255,2396,294.0,379.4,69,68,Intermediate Run,Weightlifting,72
2025-12-16,30,98.7,60,6.05,76.3,54,33,35,65,7,41.1,15.1,95.5,2.96,Weightlifting,72,0.0,103,135,6,569,11705,3292,306.0,351.7,52,44,Rest / Mobility,Easy Run,47
2025-12-17,30,98.9,77,6.97,79.2,58,56,63,56,5,41.0,15.5,97.3,2.24,Easy Run,47,5.18,128,149,6,307,10800,2630,298.7,354.0,67,59,Weightlifting,Weightlifting,67
2025-12-18,30,98.4,75,6.44,77.8,59,35,72,64,7,41.1,16.5,97.6,3.71,Weightlifting,67,0.0,128,159,6,476,9844,3027,450.7,367.3,60,49,Recovery Walk,Tempo Run,48
2025-12-19,30,98.1,90,7.12,86.4,62,58,76,43,6,41.0,15.7,96.5,3.04,Tempo Run,48,7.0,151,179,7,381,12333,3369,388.0,373.6,71,61,Weightlifting,Weightlifting,61
2025-12-20,30,97.8,84,7.19,83.8,55,39,67,52,8,41.0,16.1,97.0,3.3,Weightlifting,61,0.0,102,133,5,324,11654,3108,393.7,343.7,65,50,Recovery Walk,Recovery Ride,70
2025-12-21,30,97.8,83,6.38,81.1,59,50,62,55,7,41.0,15.9,96.8,2.68,Recovery Ride,70,18.34,125,147,4,265,11502,3075,323.3,334.6,64,56,Recovery Walk,Rest / Mobility,33
2025-12-22,30,97.7,91,6.46,81.5,57,63,69,52,3,41.1,14.7,97.1,3.03,Rest / Mobility,33,0.0,82,94,2,13,8562,2387,200.7,333.6,75,76,Intermediate Run,Weightlifting,74
2025-12-23,30,97.5,71,7.23,79.9,58,55,57,50,7,41.0,15.3,96.5,2.96,Weightlifting,74,0.0,101,150,9,718,11126,3292,332.0,354.9,63,50,Recovery Walk,Intermediate Run,36
2025-12-24,30,97.6,90,6.33,84.9,58,37,65,67,6,41.0,15.2,96.7,2.76,Intermediate Run,36,4.97,139,164,7,277,11069,2655,336.0,350.6,64,55,Recovery Walk,Recovery Ride,40
2025-12-25,30,97.7,81,6.39,72.2,58,43,82,61,5,41.1,15.9,97.8,2.9,Recovery Ride,40,11.91,132,156,4,168,10093,2567,387.7,306.6,68,59,Weightlifting,Tempo Run,35
2025-12-26,30,97.5,80,5.37,81.8,56,35,58,59,6,41.0,16.1,97.7,2.98,Tempo Run,35,4.86,157,179,7,332,11006,3164,259.0,299.6,61,54,Recovery Walk,Weightlifting,58
2025-12-27,30,97.4,78,6.74,80.9,60,40,67,45,7,41.0,15.4,96.7,2.91,Weightlifting,58,0.0,122,154,7,492,12008,3126,330.7,323.6,63,54,Recovery Walk,Recovery Ride,58
2025-12-28,30,97.4,78,5.75,74.3,57,37,64,67,5,41.0,15.2,97.1,3.09,Recovery Ride,58,23.94,118,144,5,256,11088,2826,360.0,322.3,62,53,Recovery Walk,Rest / Mobility,38
2025-12-29,30,97.7,98,7.52,74.1,56,49,73,42,5,41.0,15.2,97.0,2.53,Rest / Mobility,38,0.0,84,104,1,19,7501,2448,255.7,323.1,75,75,Intermediate Run,Weightlifting,53
2025-12-30,30,97.6,72,5.85,81.9,53,48,49,54,9,41.0,16.1,97.7,3.03,Weightlifting,53,0.0,124,176,7,416,10128,2975,230.3,280.0,60,49,Recovery Walk,Weightlifting,49
